ID F 1O 2O 3O 4O 5O
OGLE-GD-DSCT-0018   0.13152629       -1.     0.08140070  0.06896097 -1. -1.
OGLE-LMC-DSCT-0048 0.078967356  0.061827407   -1.   -1.   -1.	-1.
OGLE-LMC-DSCT-0183 0.213356549  0.163190654   -1.   -1.   -1.	-1.
OGLE-LMC-DSCT-0366 0.183989858  0.141208713   -1.   -1.   -1.	-1.
OGLE-LMC-DSCT-0377 0.262496322  0.200543008   -1.   -1.   -1.	-1.
OGLE-LMC-DSCT-0380 0.141484225  0.108958678   -1.   -1.   -1.	-1.
OGLE-LMC-DSCT-0408 0.242033258  0.184640796   -1.   -1.   -1.	-1.
OGLE-LMC-DSCT-0617 0.299147102  0.226485238   -1.   -1.   -1.	-1.
OGLE-LMC-DSCT-0662 0.403182470  0.303506386   -1.   -1.   -1.	-1.
OGLE-LMC-DSCT-0861 0.101032091  0.078341682   -1.   -1.   -1.	-1.
OGLE-LMC-DSCT-0927 0.354084070  0.267730360  0.215238808  -1.   -1.	-1.
OGLE-LMC-DSCT-0972 0.052556389  0.040957003   -1.   -1.   -1.	-1.
OGLE-LMC-DSCT-1010 0.182859334  0.140237239   -1.   -1.   -1.	-1.
OGLE-LMC-DSCT-1053 0.130999675  0.101152787   -1.   -1.   -1.	-1.
OGLE-LMC-DSCT-1086 0.293466980  0.227424967   -1.   -1.   -1.	-1.
OGLE-LMC-DSCT-1120 0.273805178  0.207704688   -1.   -1.   -1.	-1.
OGLE-LMC-DSCT-1217 0.054712714  0.042647970   -1.   -1.   -1.	-1.
OGLE-LMC-DSCT-1223 0.113454526  0.087744535   -1.   -1.   -1.	-1.
OGLE-LMC-DSCT-1368 0.219381589  0.168544233   -1.   -1.   -1.	-1.
OGLE-LMC-DSCT-1370 0.111935593  0.087439827   -1.   -1.   -1.	-1.
OGLE-LMC-DSCT-1525 0.216392233  0.165557118   -1.   -1.   -1.	-1.
OGLE-LMC-DSCT-1651 0.240666152  0.182893399   -1.   -1.   -1.	-1.
OGLE-LMC-DSCT-1679 0.180230058  0.137833094   -1.   -1.   -1.	-1.
OGLE-LMC-DSCT-1703 0.142385902  0.110137099   -1.   -1.   -1.	-1.
OGLE-LMC-DSCT-1789 0.092804357  0.071929696   -1.   -1.   -1.	-1.
OGLE-LMC-DSCT-1945 0.108462818  0.083939310   -1.   -1.   -1.	-1.
OGLE-LMC-DSCT-2101 0.292871931  0.223367391   -1.   -1.   -1.	-1.
OGLE-LMC-DSCT-2166 0.094230061  0.075064300   -1.   -1.   -1.	-1.
OGLE-LMC-DSCT-2209 0.222677657  0.170071984   -1.   -1.   -1.	-1.
OGLE-LMC-DSCT-2221 0.110510089  0.085578752   -1.   -1.   -1.	-1.
OGLE-LMC-DSCT-2316 0.165986232  0.127592940   -1.   -1.   -1.	-1.
OGLE-LMC-DSCT-2353 0.198436582  0.152522366   -1.   -1.   -1.	-1.
OGLE-LMC-DSCT-2386 0.241944080  0.184283588   -1.   -1.   -1.	-1.
OGLE-LMC-DSCT-2400 0.188030640  0.144349996   -1.   -1.   -1.	-1.
OGLE-LMC-DSCT-2465 0.118568816  0.091504307   -1.   -1.   -1. 	-1.
OGLE-LMC-DSCT-2481 0.282124491  0.214316712   -1.   -1.   -1.	-1.
OGLE-LMC-DSCT-2485 0.116308730  0.089930287   -1.   -1.   -1.	-1.
OGLE-LMC-DSCT-2513 0.221487220  0.169119556   -1.   -1.   -1.	-1.
OGLE-LMC-DSCT-2539 0.245649292  0.188505257   -1.   -1.   -1.	-1.
OGLE-LMC-DSCT-2569 0.232492922  0.177475948   -1.   -1.   -1.	-1.
OGLE-LMC-DSCT-2588 0.059265898  0.046230491   -1.   -1.   -1.	-1.
OGLE-LMC-DSCT-2733 0.276660239  0.213708710   -1.   -1.   -1.	-1.
	
	
